"Invoice_Number","Line_Item_Number","Customer_Number","Invoice_Date","Transaction_Type","Product_Number","Product_Class","Quantity_Sold","Sale_Price","Sales_Tax","Total_Amount"
"18513","07","264629","07/14/2016","IN","010134420","01",31,3.98,8.64,132.02
"18513","08","264629","07/14/2016","IN","010803760","01",38,6.99,18.59,284.21
"18513","09","264629","07/14/2016","IN","080126008","08",22,2.78,4.28,65.44
"18513","10","264629","07/14/2016","IN","180122158","18",18,5.09,6.41,98.03
"18513","11","264629","07/14/2016","IN","024121332","02",12,3.70,3.11,47.51
"18513","12","264629","07/14/2016","IN","060112276","06",22,12.98,19.99,305.55
"18513","13","264629","07/14/2016","IN","060100316","06",19,8.98,11.94,182.56
"18514","01","516372","07/15/2016","IN","010155160","01",34,13.99,34.49,510.15
"18514","02","516372","07/15/2016","IN","040276054","04",13,47.98,45.22,668.96
"18514","03","516372","07/15/2016","IN","040277154","04",66,51.98,248.72,3679.40
"18514","04","516372","07/15/2016","IN","040270324","04",23,500.48,834.55,12345.59
"18514","05","516372","07/15/2016","IN","070104397","07",17,9.99,12.31,182.14
"18514","06","516372","07/15/2016","IN","030309373","03",30,16.98,36.93,546.33
"18514","07","516372","07/15/2016","IN","090509931","09",31,10.98,24.68,365.06
"18514","08","516372","07/15/2016","IN","010311990","01",29,3.99,8.39,124.10
"18514","09","516372","07/15/2016","IN","052208805","05",26,8.00,15.08,223.08
"18514","10","516372","07/15/2016","IN","080101018","08",22,0.50,0.80,11.80
"18514","11","516372","07/15/2016","IN","080124518","08",36,3.12,8.14,120.46
"18514","12","516372","07/15/2016","IN","080102918","08",25,0.44,0.80,11.80
"18514","13","516372","07/15/2016","IN","080123968","08",37,3.02,8.10,119.84
"18514","14","516372","07/15/2016","IN","024100312","02",22,10.92,17.42,257.66
"18514","15","516372","07/15/2016","IN","060102086","06",22,44.89,71.60,1059.18
"18514","16","516372","07/15/2016","IN","030414313","03",23,59.98,100.02,1479.56
"18514","17","516372","07/15/2016","IN","030302903","03",19,16.93,23.32,344.99
"18514","18","516372","07/15/2016","IN","090010011","09",32,0.99,2.30,33.98
"18514","19","516372","07/15/2016","IN","080126008","08",22,2.78,4.43,65.59
"18514","20","516372","07/15/2016","IN","080435438","08",36,51.98,135.67,2006.95
"18514","21","516372","07/15/2016","IN","080512778","08",35,46.87,118.93,1759.38
"18514","22","516372","07/15/2016","IN","024130572","02",22,7.50,11.96,176.96
"18514","23","516372","07/15/2016","IN","023946372","02",5,7.95,2.88,42.63
"18514","24","516372","07/15/2016","IN","040220074","04",37,79.98,214.55,3173.81
"18514","25","516372","07/15/2016","IN","040240284","04",30,9.69,21.08,311.78
"18515","01","262001","07/15/2016","IN","090010011","09",32,0.99,2.17,33.85
"18515","02","262001","07/15/2016","IN","040240284","04",30,9.69,19.91,310.61
"18515","03","262001","07/15/2016","IN","040241314","04",37,25.98,65.85,1027.11
"18515","04","262001","07/15/2016","IN","090509561","09",22,1.98,2.98,46.54
"18515","05","262001","07/15/2016","IN","010310890","01",18,20.09,24.77,386.39
"18515","06","262001","07/15/2016","IN","052210545","05",18,0.09,0.11,1.73
"18515","07","262001","07/15/2016","IN","080106218","08",35,2.98,7.14,111.44
"18515","08","262001","07/15/2016","IN","080126058","08",33,0.49,1.11,17.28
"18515","09","262001","07/15/2016","IN","024128932","02",37,3.85,9.76,152.21
"18515","10","262001","07/15/2016","IN","024100312","02",22,10.92,16.46,256.70
"18515","11","262001","07/15/2016","IN","010119040","01",74,13.99,70.92,1106.18
"18515","12","262001","07/15/2016","IN","024140032","02",9,32.95,20.31,316.86
"18515","13","262001","07/15/2016","IN","040240664","04",36,39.98,98.59,1537.87
"18515","14","262001","07/15/2016","IN","040276054","04",13,47.98,42.73,666.47
"18515","15","262001","07/15/2016","IN","030414313","03",23,59.98,94.50,1474.04
"18515","16","262001","07/15/2016","IN","030364163","03",37,69.98,177.36,2766.62
"18515","17","262001","07/15/2016","IN","030934423","03",27,7.79,14.41,224.74
"18515","18","262001","07/15/2016","IN","030302303","03",26,54.95,97.87,1526.57
"18515","19","262001","07/15/2016","IN","093788411","09",13,3.98,3.54,55.28
"18515","20","262001","07/15/2016","IN","090509931","09",31,10.98,23.32,363.70
"18515","21","262001","07/15/2016","IN","010311990","01",29,3.99,7.93,123.64
"18515","22","262001","07/15/2016","IN","052484425","05",6,8.58,3.53,55.01
"18515","23","262001","07/15/2016","IN","010226620","01",33,16.00,36.17,564.17
"18515","24","262001","07/15/2016","IN","080123968","08",37,3.02,7.65,119.39
"18515","25","262001","07/15/2016","IN","024108612","02",27,17.95,33.20,517.85
"18515","26","262001","07/15/2016","IN","060112276","06",22,12.98,19.56,305.12
"18515","27","262001","07/15/2016","IN","060102106","06",31,32.98,70.03,1092.41
"18515","28","262001","07/15/2016","IN","060200306","06",36,16.98,41.87,653.15
"18515","29","262001","07/15/2016","IN","060100316","06",19,8.98,11.69,182.31
"18516","01","784647","07/18/2016","IN","080126058","08",33,0.49,0.81,16.98
"18516","02","784647","07/18/2016","IN","030322303","03",5,2.28,0.57,11.97
"18516","03","784647","07/18/2016","IN","010226620","01",33,16.00,26.40,554.40
"18516","04","784647","07/18/2016","IN","010155150","01",30,12.99,19.49,409.19
"18516","05","784647","07/18/2016","IN","052484435","05",37,3.79,7.01,147.24
"18516","06","784647","07/18/2016","IN","080935428","08",29,58.98,85.52,1795.94
"18516","07","784647","07/18/2016","IN","080123968","08",37,3.02,5.59,117.33
"18516","08","784647","07/18/2016","IN","080935298","08",22,27.98,30.78,646.34
"18516","09","784647","07/18/2016","IN","080512778","08",35,46.87,82.02,1722.47
"18516","10","784647","07/18/2016","IN","024128712","02",36,1.19,2.14,44.98
"18516","11","784647","07/18/2016","IN","024195262","02",28,6.98,9.77,205.21
"18516","12","784647","07/18/2016","IN","040226054","04",18,10.95,9.86,206.96
"18516","13","784647","07/18/2016","IN","040241314","04",37,25.98,48.06,1009.32
"18516","14","784647","07/18/2016","IN","070104177","07",22,10.04,11.04,231.92
"18517","01","376005","07/18/2016","IN","080935428","08",29,58.98,81.25,1791.67
"18517","02","376005","07/18/2016","IN","030322303","03",5,2.28,0.54,11.94
"18517","03","376005","07/18/2016","IN","030324883","03",37,14.98,26.33,580.59
"18517","04","376005","07/18/2016","IN","010631140","01",13,3.59,2.22,48.89
"18517","05","376005","07/18/2016","IN","010134420","01",31,3.98,5.86,129.24
"18517","06","376005","07/18/2016","IN","010155170","01",17,10.99,8.87,195.70
"18517","07","376005","07/18/2016","IN","010207220","01",27,5.79,7.43,163.76
"18517","08","376005","07/18/2016","IN","024130572","02",22,7.50,7.84,172.84
"18517","09","376005","07/18/2016","IN","060200306","06",36,16.98,29.04,640.32
"18517","10","376005","07/18/2016","IN","040240884","04",54,9.99,25.62,565.08
"18517","11","376005","07/18/2016","IN","030414313","03",23,59.98,65.53,1445.07
"18517","12","376005","07/18/2016","IN","030412553","03",20,15.99,15.19,334.99
"18517","13","376005","07/18/2016","IN","030309373","03",50,16.98,40.33,889.33
"18517","14","376005","07/18/2016","IN","010155160","01",34,13.99,22.59,498.25
"18517","15","376005","07/18/2016","IN","060221506","06",36,12.99,22.21,489.85
"18518","01","419449","07/18/2016","IN","010207220","01",27,5.79,10.94,167.27
"18518","02","419449","07/18/2016","IN","080101018","08",22,0.50,0.77,11.77
"18518","03","419449","07/18/2016","IN","080123938","08",30,5.99,12.58,192.28
"18518","04","419449","07/18/2016","IN","024128712","02",36,1.19,3.00,45.84
"18519","01","778088","07/18/2016","IN","024128712","02",36,1.19,2.57,45.41
"18519","02","778088","07/18/2016","IN","024128932","02",37,3.85,8.55,151.00
"18519","03","778088","07/18/2016","IN","060100336","06",12,9.99,7.19,127.07
"18519","04","778088","07/18/2016","IN","010119040","01",37,13.99,31.06,548.69
"18520","01","549479","07/19/2016","IN","010119040","01",37,13.99,32.61,550.24
"18520","02","549479","07/19/2016","IN","010134420","01",31,3.98,7.77,131.15
"18520","03","549479","07/19/2016","IN","080126308","08",30,0.39,0.74,12.44
"18520","04","549479","07/19/2016","IN","023973042","02",12,4.80,3.63,61.23
"18520","05","549479","07/19/2016","IN","060112276","06",22,12.98,17.99,303.55
"18520","06","549479","07/19/2016","IN","040226054","04",18,10.95,12.42,209.52
"18520","07","549479","07/19/2016","IN","070104347","07",11,9.96,6.90,116.46
"18520","08","549479","07/19/2016","IN","030324883","03",37,14.98,34.92,589.18
"18520","09","549479","07/19/2016","IN","030303343","03",33,12.98,26.99,455.33
"18521","01","513574","07/19/2016","IN","030303343","03",33,12.98,31.05,459.39
"18521","02","513574","07/19/2016","IN","090507811","09",30,16.98,36.93,546.33
"18521","03","513574","07/19/2016","IN","090081001","09",23,79.50,132.57,1961.07
"18522","01","641464","07/25/2016","IN","090081001","09",23,79.50,100.57,1929.07
"18522","02","641464","07/25/2016","IN","090069591","09",21,52.98,61.19,1173.77
"18522","03","641464","07/25/2016","IN","090010011","09",32,0.99,1.74,33.42
"18522","04","641464","07/25/2016","IN","010803760","01",38,6.99,14.61,280.23
"18522","05","641464","07/25/2016","IN","010102840","01",24,64.83,85.58,1641.50
"18522","06","641464","07/25/2016","IN","052720615","05",20,49.88,54.87,1052.47
"18522","07","641464","07/25/2016","IN","080938748","08",33,3.12,5.66,108.62
"18522","08","641464","07/25/2016","IN","052484425","05",6,8.58,2.83,54.31
"18522","09","641464","07/25/2016","IN","080512778","08",35,46.87,90.22,1730.67
"18522","10","641464","07/25/2016","IN","024188432","02",28,32.87,50.62,970.98
"18522","11","641464","07/25/2016","IN","023973042","02",12,4.80,3.17,60.77
"18522","12","641464","07/25/2016","IN","024112162","02",13,6.49,4.64,89.01
"18522","13","641464","07/25/2016","IN","060200306","06",36,16.98,33.62,644.90
"18522","14","641464","07/25/2016","IN","070104327","07",22,9.99,12.09,231.87
"18522","15","641464","07/25/2016","IN","030303343","03",33,12.98,23.56,451.90
"18525","01","994403","07/25/2016","IN","080123938","08",30,5.99,5.21,184.91
"18525","02","994403","07/25/2016","IN","080935298","08",22,27.98,17.85,633.41
"18525","03","994403","07/25/2016","IN","024133112","02",21,13.93,8.48,301.01
"18525","04","994403","07/25/2016","IN","024128932","02",37,3.85,4.13,146.58
"18525","05","994403","07/25/2016","IN","060112276","06",22,12.98,8.28,293.84
"18526","01","562270","07/25/2016","IN","060112276","06",22,12.98,19.99,305.55
"18526","02","562270","07/25/2016","IN","080435438","08",36,51.98,130.99,2002.27
"18526","03","562270","07/25/2016","IN","024121332","02",12,3.70,3.11,47.51
"18526","04","562270","07/25/2016","IN","024144812","02",10,14.95,10.47,159.97
"18526","05","562270","07/25/2016","IN","060102116","06",12,34.83,29.26,447.22
"18526","06","562270","07/25/2016","IN","030302903","03",19,16.93,22.52,344.19
"18526","07","562270","07/25/2016","IN","090501051","09",26,9.99,18.18,277.92
"18526","08","562270","07/25/2016","IN","090507811","09",30,16.98,35.66,545.06
"18526","09","562270","07/25/2016","IN","010119040","01",37,13.99,36.23,553.86
"18526","10","562270","07/25/2016","IN","010226620","01",33,16.00,36.96,564.96
"18526","11","562270","07/25/2016","IN","060200306","06",72,16.98,85.58,1308.14
"18526","12","562270","07/25/2016","IN","010551340","01",15,5.99,6.29,96.14
"18526","13","562270","07/25/2016","IN","010155160","01",34,13.99,33.30,508.96
"18526","14","562270","07/25/2016","IN","052208805","05",26,8.00,14.56,222.56
"18526","15","562270","07/25/2016","IN","052484435","05",37,3.79,9.82,150.05
"18526","16","562270","07/25/2016","IN","080102628","08",15,8.99,9.44,144.29
"18526","17","562270","07/25/2016","IN","180122158","18",18,5.09,6.41,98.03
"18526","18","562270","07/25/2016","IN","080935298","08",22,27.98,43.09,658.65
"18526","19","562270","07/25/2016","IN","030324883","03",37,14.98,38.80,593.06
"18526","20","562270","07/25/2016","IN","040225014","04",25,10.98,19.22,293.72
"18526","21","562270","07/25/2016","IN","090501551","09",23,2.99,4.81,73.58
"18526","22","562270","07/25/2016","IN","040270354","04",14,19.98,19.58,299.30
"18526","23","562270","07/25/2016","IN","040277154","04",66,51.98,240.14,3670.82
"18526","24","562270","07/25/2016","IN","090501541","09",31,5.97,12.95,198.02
"18526","25","562270","07/25/2016","IN","010102840","01",24,64.83,108.91,1664.83
"18526","26","562270","07/25/2016","IN","080100818","08",30,0.29,0.61,9.31
"18526","27","562270","07/25/2016","IN","080126058","08",66,0.49,2.26,34.60
"18527","01","962353","07/25/2016","IN","090501551","09",23,2.99,4.13,72.90
"18527","02","962353","07/25/2016","IN","090069591","09",21,52.98,66.75,1179.33
"18523","01","516372","07/26/2016","IN","080938748","08",33,3.12,7.46,110.42
"18523","02","516372","07/26/2016","IN","030412903","03",7,3.49,1.77,26.20
"18523","03","516372","07/26/2016","IN","030324803","03",8,4.69,2.72,40.24
"18523","04","516372","07/26/2016","IN","030303343","03",33,12.98,31.05,459.39
"18523","05","516372","07/26/2016","IN","090509931","09",31,10.98,24.68,365.06
"18523","06","516372","07/26/2016","IN","010551340","01",15,5.99,6.51,96.36
"18523","07","516372","07/26/2016","IN","010803760","01",38,6.99,19.26,284.88
"18523","08","516372","07/26/2016","IN","080124518","08",36,3.12,8.14,120.46
"18523","09","516372","07/26/2016","IN","024188432","02",28,32.87,66.73,987.09
"18523","10","516372","07/26/2016","IN","023973042","02",12,4.80,4.18,61.78
"18523","11","516372","07/26/2016","IN","060112276","06",22,12.98,20.70,306.26
"18523","12","516372","07/26/2016","IN","060221506","06",36,12.99,33.90,501.54
"18523","13","516372","07/26/2016","IN","040277154","04",33,51.98,124.36,1839.70
"18523","14","516372","07/26/2016","IN","040270324","04",23,500.48,834.55,12345.59
"18523","15","516372","07/26/2016","IN","070104177","07",22,10.04,16.01,236.89
"18524","01","478604","07/26/2016","IN","010803760","01",38,6.99,15.94,281.56
"18524","02","478604","07/26/2016","IN","052720305","05",32,50.00,96.00,1696.00
"18524","03","478604","07/26/2016","IN","052484405","05",25,5.69,8.54,150.79
"18524","04","478604","07/26/2016","IN","080102918","08",25,0.44,0.66,11.66
"18524","05","478604","07/26/2016","IN","080126058","08",33,0.49,0.97,17.14
"18524","06","478604","07/26/2016","IN","080123938","08",30,5.99,10.78,190.48
"18528","01","739622","07/27/2016","IN","090069591","09",21,52.98,44.50,1157.08
"18528","02","739622","07/27/2016","IN","010134420","01",31,3.98,4.94,128.32
"18528","03","739622","07/27/2016","IN","010102710","01",34,7.99,10.87,282.53
"18528","04","739622","07/27/2016","IN","080938748","08",33,3.12,4.12,107.08
"18528","05","739622","07/27/2016","IN","080123938","08",30,5.99,7.19,186.89
"18528","06","739622","07/27/2016","IN","024128932","02",37,3.85,5.70,148.15
"18529","01","938010","07/29/2016","IN","024128932","02",37,3.85,8.55,151.00
"18529","02","938010","07/29/2016","IN","080126058","08",33,0.49,0.97,17.14
"18529","03","938010","07/29/2016","IN","080938748","08",33,3.12,6.18,109.14
"18529","04","938010","07/29/2016","IN","080124518","08",36,3.12,6.74,119.06
"18529","05","938010","07/29/2016","IN","080935298","08",22,27.98,36.93,652.49
"18529","06","938010","07/29/2016","IN","080435438","08",36,51.98,112.28,1983.56
"18529","07","938010","07/29/2016","IN","024108612","02",54,17.95,58.16,1027.46
"18529","08","938010","07/29/2016","IN","060200306","06",36,16.98,36.68,647.96
"18529","09","938010","07/29/2016","IN","040225014","04",25,10.98,16.47,290.97
"18529","10","938010","07/29/2016","IN","040277154","04",33,51.98,102.92,1818.26
"18529","11","938010","07/29/2016","IN","030030323","03",7,6.96,2.92,51.64
"18529","12","938010","07/29/2016","IN","060102096","06",25,54.85,82.28,1453.53
"18529","13","938010","07/29/2016","IN","090501541","09",31,5.97,11.10,196.17
"18529","14","938010","07/29/2016","IN","010310890","01",18,20.09,21.70,383.32
"18529","15","938010","07/29/2016","IN","010803760","01",38,6.99,15.94,281.56
"18529","16","938010","07/29/2016","IN","010155150","01",30,12.99,23.38,413.08
"18529","17","938010","07/29/2016","IN","010102840","01",24,64.83,93.36,1649.28
"18529","18","938010","07/29/2016","IN","052484435","05",37,3.79,8.41,148.64
"18529","19","938010","07/29/2016","IN","080123438","08",19,3.12,3.56,62.84
"18529","20","938010","07/29/2016","IN","024106512","02",31,18.99,35.32,624.01
"18529","21","938010","07/29/2016","IN","060221496","06",30,13.05,23.49,414.99
"18529","22","938010","07/29/2016","IN","060112276","06",22,12.98,17.13,302.69
"18529","23","938010","07/29/2016","IN","040247034","04",15,18.93,17.04,300.99
"18529","24","938010","07/29/2016","IN","040270354","04",14,19.98,16.78,296.50
"18529","25","938010","07/29/2016","IN","030309373","03",30,16.98,30.56,539.96
"18529","26","938010","07/29/2016","IN","090509561","09",22,1.98,2.61,46.17
"18529","27","938010","07/29/2016","IN","010102710","01",68,7.99,32.60,575.92
"18529","28","938010","07/29/2016","IN","052720305","05",32,50.00,96.00,1696.00
"18530","01","297397","08/01/2016","IN","030414283","03",24,25.92,38.88,660.96
"18530","02","297397","08/01/2016","IN","060100356","06",23,7.98,11.47,195.01
"18530","03","297397","08/01/2016","IN","060221496","06",30,13.05,24.47,415.97
"18530","04","297397","08/01/2016","IN","040240284","04",30,9.69,18.17,308.87
"18530","05","297397","08/01/2016","IN","070104327","07",22,9.99,13.74,233.52
"18530","06","297397","08/01/2016","IN","090501541","09",31,5.97,11.57,196.64
"18530","07","297397","08/01/2016","IN","090501551","09",23,2.99,4.30,73.07
"18530","08","297397","08/01/2016","IN","080106218","08",35,2.98,6.52,110.82
"18530","09","297397","08/01/2016","IN","024108612","02",27,17.95,30.29,514.94
"18530","10","297397","08/01/2016","IN","060221676","06",18,4.99,5.61,95.43
"18530","11","297397","08/01/2016","IN","030364163","03",37,69.98,161.83,2751.09
"18530","12","297397","08/01/2016","IN","030303403","03",29,5.29,9.59,163.00
"18530","13","297397","08/01/2016","IN","090669611","09",34,18.02,38.29,650.97
"18530","14","297397","08/01/2016","IN","010119040","01",74,13.99,64.70,1099.96
"18530","15","297397","08/01/2016","IN","010551340","01",15,5.99,5.62,95.47
"18530","16","297397","08/01/2016","IN","024128932","02",37,3.85,8.90,151.35
"18530","17","297397","08/01/2016","IN","024188432","02",28,32.87,57.52,977.88
"18530","18","297397","08/01/2016","IN","060102086","06",22,44.89,61.72,1049.30
"18535","01","784647","08/01/2016","IN","030303403","03",29,5.29,7.67,161.08
"18535","02","784647","08/01/2016","IN","052720615","05",20,49.88,49.88,1047.48
"18535","03","784647","08/01/2016","IN","080123968","08",37,3.02,5.59,117.33
"18535","04","784647","08/01/2016","IN","024128812","02",17,2.95,2.51,52.66
"18535","05","784647","08/01/2016","IN","040240664","04",36,39.98,71.96,1511.24
"18535","06","784647","08/01/2016","IN","030364163","03",37,69.98,129.46,2718.72
"18535","07","784647","08/01/2016","IN","093788411","09",13,3.98,2.59,54.33
"18535","08","784647","08/01/2016","IN","090501541","09",31,5.97,9.25,194.32
"18536","01","962353","08/01/2016","IN","090501541","09",31,5.97,11.10,196.17
"18536","02","962353","08/01/2016","IN","040277154","04",33,51.98,102.92,1818.26
"18536","03","962353","08/01/2016","IN","070104657","07",12,9.96,7.17,126.69
"18536","04","962353","08/01/2016","IN","030309373","03",30,16.98,30.56,539.96
"18536","05","962353","08/01/2016","IN","093788411","09",13,3.98,3.10,54.84
"18536","06","962353","08/01/2016","IN","010102710","01",34,7.99,16.30,287.96
"18536","07","962353","08/01/2016","IN","010803760","01",38,6.99,15.94,281.56
"18536","08","962353","08/01/2016","IN","080512778","08",35,46.87,98.43,1738.88
"18536","09","962353","08/01/2016","IN","024100312","02",22,10.92,14.41,254.65
"18536","10","962353","08/01/2016","IN","090669611","09",68,18.02,73.52,1298.88
"18536","11","962353","08/01/2016","IN","024139372","02",26,7.93,12.37,218.55
"18536","12","962353","08/01/2016","IN","060102066","06",19,32.98,37.60,664.22
"18536","13","962353","08/01/2016","IN","040225014","04",25,10.98,16.47,290.97
"18536","14","962353","08/01/2016","IN","040241754","04",10,22.09,13.25,234.15
"18536","15","962353","08/01/2016","IN","070104397","07",17,9.99,10.19,180.02
"18536","16","962353","08/01/2016","IN","030302303","03",26,54.95,85.72,1514.42
"18536","17","962353","08/01/2016","IN","010226620","01",33,16.00,31.68,559.68
"18536","18","962353","08/01/2016","IN","052204525","05",34,12.01,24.50,432.84
"18536","19","962353","08/01/2016","IN","080100818","08",30,0.29,0.52,9.22
"18536","20","962353","08/01/2016","IN","024128812","02",17,2.95,3.01,53.16
"18536","21","962353","08/01/2016","IN","090069591","09",21,52.98,66.75,1179.33
"18536","22","962353","08/01/2016","IN","024108612","02",27,17.95,29.08,513.73
"18536","23","962353","08/01/2016","IN","052484415","05",7,6.64,2.79,49.27
"18536","24","962353","08/01/2016","IN","052484435","05",37,3.79,8.41,148.64
"18536","25","962353","08/01/2016","IN","080123938","08",30,5.99,10.78,190.48
"18536","26","962353","08/01/2016","IN","024121332","02",24,3.70,5.32,94.12
"18536","27","962353","08/01/2016","IN","060102116","06",12,34.83,25.08,443.04
"18536","28","962353","08/01/2016","IN","040225934","04",17,6.97,7.11,125.60
"18531","01","561669","08/02/2016","IN","060221676","06",36,4.99,11.40,191.04
"18531","02","561669","08/02/2016","IN","090669611","09",34,18.02,38.91,651.59
"18531","03","561669","08/02/2016","IN","090069591","09",21,52.98,70.65,1183.23
"18531","04","561669","08/02/2016","IN","010134420","01",31,3.98,7.83,131.21
"18531","05","561669","08/02/2016","IN","080124518","08",72,3.12,14.26,238.90
"18531","06","561669","08/02/2016","IN","023973042","02",12,4.80,3.66,61.26
"18531","07","561669","08/02/2016","IN","060102086","06",22,44.89,62.71,1050.29
"18531","08","561669","08/02/2016","IN","060200306","06",36,16.98,38.82,650.10
"18531","09","561669","08/02/2016","IN","040241314","04",74,25.98,122.08,2044.60
"18531","10","561669","08/02/2016","IN","030364163","03",37,69.98,164.42,2753.68
"18531","11","561669","08/02/2016","IN","040225014","04",25,10.98,17.43,291.93
"18531","12","561669","08/02/2016","IN","090507811","09",30,16.98,32.35,541.75
"18531","13","561669","08/02/2016","IN","090509561","09",22,1.98,2.77,46.33
"18531","14","561669","08/02/2016","IN","090010011","09",32,0.99,2.01,33.69
"18531","15","561669","08/02/2016","IN","010155150","01",30,12.99,24.75,414.45
"18531","16","561669","08/02/2016","IN","052204525","05",34,12.01,25.93,434.27
"18531","17","561669","08/02/2016","IN","080126008","08",22,2.78,3.88,65.04
"18531","18","561669","08/02/2016","IN","080938748","08",33,3.12,6.54,109.50
"18531","19","561669","08/02/2016","IN","080935428","08",29,58.98,108.61,1819.03
"18531","20","561669","08/02/2016","IN","030324883","03",74,14.98,70.40,1178.92
"18531","21","561669","08/02/2016","IN","130305603","13",35,22.98,51.07,855.37
"18531","22","561669","08/02/2016","IN","090584072","09",5,299.99,95.25,1595.20
"18531","23","561669","08/02/2016","IN","052484405","05",25,5.69,9.03,151.28
"18531","24","561669","08/02/2016","IN","080123968","08",37,3.02,7.10,118.84
"18531","25","561669","08/02/2016","IN","060100356","06",23,7.98,11.65,195.19
"18531","26","561669","08/02/2016","IN","040240884","04",27,9.99,17.13,286.86
"18532","01","250402","08/02/2016","IN","030324883","03",37,14.98,33.26,587.52
"18532","02","250402","08/02/2016","IN","090501551","09",23,2.99,4.13,72.90
"18532","03","250402","08/02/2016","IN","090069591","09",21,52.98,66.75,1179.33
"18532","04","250402","08/02/2016","IN","010119040","01",37,13.99,31.06,548.69
"18532","05","250402","08/02/2016","IN","010226620","01",33,16.00,31.68,559.68
"18532","06","250402","08/02/2016","IN","010102840","01",24,64.83,93.36,1649.28
"18533","01","878035","08/02/2016","IN","010102840","01",24,64.83,93.36,1649.28
"18533","02","878035","08/02/2016","IN","030303413","03",8,4.71,2.26,39.94
"18533","03","878035","08/02/2016","IN","090010011","09",32,0.99,1.90,33.58
"18533","04","878035","08/02/2016","IN","052484415","05",7,6.64,2.79,49.27
"18533","05","878035","08/02/2016","IN","080123938","08",30,5.99,10.78,190.48
"18533","06","878035","08/02/2016","IN","024139372","02",26,7.93,12.37,218.55
"18533","07","878035","08/02/2016","IN","060102106","06",31,32.98,61.34,1083.72
"18533","08","878035","08/02/2016","IN","040240884","04",27,9.99,16.18,285.91
"18533","09","878035","08/02/2016","IN","010102710","01",34,7.99,16.30,287.96
"18533","10","878035","08/02/2016","IN","052484405","05",25,5.69,8.54,150.79
"18533","11","878035","08/02/2016","IN","052208805","05",26,8.00,12.48,220.48
"18533","12","878035","08/02/2016","IN","052484435","05",37,3.79,8.41,148.64
"18533","13","878035","08/02/2016","IN","024128812","02",17,2.95,3.01,53.16
"18533","14","878035","08/02/2016","IN","024188432","02",28,32.87,55.22,975.58
"18533","15","878035","08/02/2016","IN","060112356","06",4,20.00,4.80,84.80
"18533","16","878035","08/02/2016","IN","080102618","08",6,23.92,8.61,152.13
"18533","17","878035","08/02/2016","IN","024104312","02",14,13.50,11.34,200.34
"18533","18","878035","08/02/2016","IN","023903712","02",40,14.95,35.88,633.88
"18533","19","878035","08/02/2016","IN","060100356","06",23,7.98,11.01,194.55
"18533","20","878035","08/02/2016","IN","040226054","04",18,10.95,11.83,208.93
"18533","21","878035","08/02/2016","IN","040270354","04",14,19.98,16.78,296.50
"18533","22","878035","08/02/2016","IN","030364163","03",37,69.98,155.36,2744.62
"18534","01","090398","08/02/2016","IN","060112356","06",4,20.00,4.80,84.80
"18534","02","090398","08/02/2016","IN","052204525","05",34,12.01,24.50,432.84
"18534","03","090398","08/02/2016","IN","052504005","05",18,4.80,5.18,91.58
"18534","04","090398","08/02/2016","IN","080126308","08",30,0.39,0.70,12.40
"18534","05","090398","08/02/2016","IN","060200306","06",36,16.98,36.68,647.96
"18534","06","090398","08/02/2016","IN","060221496","06",30,13.05,23.49,414.99
"18534","07","090398","08/02/2016","IN","030412553","03",20,15.99,19.19,338.99
"18534","08","090398","08/02/2016","IN","030324803","03",8,4.69,2.25,39.77
"18534","09","090398","08/02/2016","IN","030303403","03",29,5.29,9.20,162.61
"18534","10","090398","08/02/2016","IN","060112276","06",22,12.98,17.13,302.69
"18534","11","090398","08/02/2016","IN","060100316","06",19,8.98,10.24,180.86
"18534","12","090398","08/02/2016","IN","060100356","06",23,7.98,11.01,194.55
"18534","13","090398","08/02/2016","IN","040276054","04",13,47.98,37.42,661.16
"18534","14","090398","08/02/2016","IN","070104177","07",22,10.04,13.25,234.13
"18534","15","090398","08/02/2016","IN","090501051","09",26,9.99,15.58,275.32
"18534","16","090398","08/02/2016","IN","090081001","09",23,79.50,109.71,1938.21
"18534","17","090398","08/02/2016","IN","090010011","09",32,0.99,1.90,33.58
"18537","01","784647","08/02/2016","IN","040220074","04",37,79.98,147.96,3107.22
"18537","02","784647","08/02/2016","IN","010102710","01",34,7.99,13.58,285.24
"18537","03","784647","08/02/2016","IN","010803760","01",76,6.99,26.56,557.80
"18537","04","784647","08/02/2016","IN","052208805","05",26,8.00,10.40,218.40
"18537","05","784647","08/02/2016","IN","080126008","08",22,2.78,3.06,64.22
"18537","06","784647","08/02/2016","IN","080123438","08",19,3.12,2.96,62.24
"18537","07","784647","08/02/2016","IN","080512778","08",35,46.87,82.02,1722.47
"18537","08","784647","08/02/2016","IN","060102096","06",25,54.85,68.56,1439.81
"18537","09","784647","08/02/2016","IN","060102106","06",31,32.98,51.12,1073.50
"18537","10","784647","08/02/2016","IN","040270324","04",23,500.48,575.55,12086.59
"18537","11","784647","08/02/2016","IN","070104327","07",22,9.99,10.99,230.77
"18537","12","784647","08/02/2016","IN","040240884","04",27,9.99,13.49,283.22
"18537","13","784647","08/02/2016","IN","030302303","03",26,54.95,71.44,1500.14
"18537","14","784647","08/02/2016","IN","090010011","09",32,0.99,1.58,33.26
"18537","15","784647","08/02/2016","IN","010226620","01",33,16.00,26.40,554.40
"18537","16","784647","08/02/2016","IN","010155150","01",30,12.99,19.49,409.19
